Name,Artist,Album,Track Number
Hildi's Hot Box,"Samuel L. Jackson, Leonardo Dicaprio, Christoph Waltz",Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
Ancora Qui,Elisa Toffoli,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
Who Did That To You?,John Legend,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0
TRINITY: TITOLI,Annibale E I Cantori Moderni,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,15
Dark Road,Brownie McGhee And Sonny Terry,"Classic Blues from Smithsonian Folkways, Vol. 2",1
Step It Up and Go,Warner Williams,"Classic Blues from Smithsonian Folkways, Vol. 2",2
It Was Early One Morning,Leadbelly,"Classic Blues from Smithsonian Folkways, Vol. 2",3
Blues - Until My Baby Comes Home,Nora Lee King,"Classic Blues from Smithsonian Folkways, Vol. 2",4
That's No Way to Do,Pink Anderson,"Classic Blues from Smithsonian Folkways, Vol. 2",5
Farro Street Jive,Little Brother Montgomery,"Classic Blues from Smithsonian Folkways, Vol. 2",6
I Ain't Gonna Cry No More (Depot Blues),Son House,"Classic Blues from Smithsonian Folkways, Vol. 2",7
Graveyard Blues,Roscoe Holcomb,"Classic Blues from Smithsonian Folkways, Vol. 2",8
44 Blues,Roosevelt Sykes,"Classic Blues from Smithsonian Folkways, Vol. 2",9
Big Fat Mama,"David ""Honeyboy"" Edwards","Classic Blues from Smithsonian Folkways, Vol. 2",10
Make Me a Pallet on Your Floor,Lucinda Williams,"Classic Blues from Smithsonian Folkways, Vol. 2",11
Lieutenant Blues,Thomas McFarland (Barrelhouse Buck),"Classic Blues from Smithsonian Folkways, Vol. 2",12
The Woman Is Killing Me,Sonny Terry and Friends,"Classic Blues from Smithsonian Folkways, Vol. 2",13
Little Drops of Water,Edith North Johnson and Henry Brown,"Classic Blues from Smithsonian Folkways, Vol. 2",14
When Things Go Wrong (It Hurts Me Too),Big Bill Broonzy,"Classic Blues from Smithsonian Folkways, Vol. 2",15
"Poor Boy a Long, Long Way From Home",Cat-Iron,"Classic Blues from Smithsonian Folkways, Vol. 2",16
My Jack Don't Drink Water No More,Shortstuff Macon,"Classic Blues from Smithsonian Folkways, Vol. 2",17
'Way Behind the Sun,Barbara Dane,"Classic Blues from Smithsonian Folkways, Vol. 2",18
"Tell Me, Baby",Lightnin' Hopkins,"Classic Blues from Smithsonian Folkways, Vol. 2",19
Just A Dream,Memphis Slim,"Classic Blues from Smithsonian Folkways, Vol. 2",20
Jelly Jelly,Josh White,"Classic Blues from Smithsonian Folkways, Vol. 2",21
Down in the Alley,The Chambers Brothers,"Classic Blues from Smithsonian Folkways, Vol. 2",22
Ima Read,Zebra Katz feat. Reddd Foxxx,Ima Read,1
Ima Read (Clean),Zebra Katz feat. Reddd Foxxx,Ima Read,2
Ima Read (Instrumental),Zebra Katz feat. Reddd Foxxx,Ima Read,3
My Home Is In The Delta,Muddy Waters,The Folk Singer,1
Long Distance,Muddy Waters,The Folk Singer,2
My Captain,Muddy Waters,The Folk Singer,3
Good Morning Little School Girl,Muddy Waters,The Folk Singer,4
You Gonna Need My Help (1963 Version),Muddy Waters,The Folk Singer,5
Cold Weather Blues,Muddy Waters,The Folk Singer,6
Big Leg Woman,Muddy Waters,The Folk Singer,7
Country Boy,Muddy Waters,The Folk Singer,8
Feel Like Going Home,Muddy Waters,The Folk Singer,9
The Same Thing,Muddy Waters,The Folk Singer,10
You Can't Lose What You Ain't Never Had,Muddy Waters,The Folk Singer,11
My John The Conqueror Root,Muddy Waters,The Folk Singer,12
Short Dress Woman,Muddy Waters,The Folk Singer,13
Put Me In Your Lay Away,Muddy Waters,The Folk Singer,14
Hi.,Odd Future,The OF Tape Vol. 2,1
Bitches,Odd Future,The OF Tape Vol. 2,2
NY (Ned Flander),Odd Future,The OF Tape Vol. 2,3
Ya Know,Odd Future,The OF Tape Vol. 2,4
Forest Green,Odd Future,The OF Tape Vol. 2,5
Lean,Odd Future,The OF Tape Vol. 2,6
Analog 2,Odd Future,The OF Tape Vol. 2,7
50,Odd Future,The OF Tape Vol. 2,8
Snow White,Odd Future,The OF Tape Vol. 2,9
Rella,Odd Future,The OF Tape Vol. 2,10
Real Bitch,Odd Future,The OF Tape Vol. 2,11
P,Odd Future,The OF Tape Vol. 2,12
White,Odd Future,The OF Tape Vol. 2,13
Hcapd,Odd Future,The OF Tape Vol. 2,14
Sam (Is Dead),Odd Future,The OF Tape Vol. 2,15
Doms,Odd Future,The OF Tape Vol. 2,16
We Got Bitches,Odd Future,The OF Tape Vol. 2,17
Oldie,Odd Future,The OF Tape Vol. 2,18
Cooking Up Something Good,Mac Demarco,2,1
Dreaming,Mac Demarco,2,2
Freaking Out the Neighborhood,Mac Demarco,2,3
Annie,Mac Demarco,2,4
Ode to Viceroy,Mac Demarco,2,5
Robson Girl,Mac Demarco,2,6
The Stars Keep On Calling My Name,Mac Demarco,2,7
My Kind of Woman,Mac Demarco,2,8
Boe Zaah,Mac Demarco,2,9
Sherrill,Mac Demarco,2,10
Still Together,Mac Demarco,2,11
Excursions,A Tribe Called Quest,The Low End Theory,1
Buggin' Out,A Tribe Called Quest,The Low End Theory,2
Rap Promoter,A Tribe Called Quest,The Low End Theory,3
Butter,A Tribe Called Quest,The Low End Theory,4
Verses from the Abstract,A Tribe Called Quest,The Low End Theory,5
Show Business,A Tribe Called Quest,The Low End Theory,6
Vibes and Stuff,A Tribe Called Quest,The Low End Theory,7
Infamous Date Rape,A Tribe Called Quest,The Low End Theory,8
Check the Rhime,A Tribe Called Quest,The Low End Theory,9
Everything Is Fair,A Tribe Called Quest,The Low End Theory,10
Jazz (We've Got),A Tribe Called Quest,The Low End Theory,11
Skypager,A Tribe Called Quest,The Low End Theory,12
What?,A Tribe Called Quest,The Low End Theory,13
Scenario (LP Mix),A Tribe Called Quest,The Low End Theory,14
Up On Cripple Creek,The Band,Best Of The Band,1
The Shape I'm In,The Band,Best Of The Band,2
The Weight,The Band,Best Of The Band,3
It Makes No Difference,The Band,Best Of The Band,4
Life Is a Carnival,The Band,Best Of The Band,5
Twilight,The Band,Best Of The Band,6
Don't Do It,The Band,Best Of The Band,7
Tears of Rage,The Band,Best Of The Band,8
Stage Fright,The Band,Best Of The Band,9
Ophelia,The Band,Best Of The Band,10
The Night They Drove Old Dixie Down,The Band,Best Of The Band,11
Another One Rides The Bus,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,1
Polkas On 45,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,2
Eat It,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,3
I Lost On Jeopardy,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,4
Yoda,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,5
One More Minute,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,6
Like A Surgeon,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,7
Dare to Be Stupid,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,8
Dog Eat Dog,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,9
Lasagna,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,10
Melanie,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,11
Fat,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,12
UHF (Single Version),"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,13
The Biggest Ball Of Twine In Minnesota,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,14
Trigger Happy,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,15
Smells Like Nirvana,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,16
You Don't Love Me Anymore,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,17
Bedrock Anthem,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,18
"Frank's 2000"" TV","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,19
Jurassic Park,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,20
Since You've Been Gone,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,21
"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,22
"Gump (Parody of ""Lump"" by The Presidents Of The United States)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,23
Everything You Know Is Wrong,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,24
The Night Santa Went Crazy,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,25
Your Horoscope For Today,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,26
"It's All About The Pentiums (An adaptation of ""It's All About The Benjamins"" by Puff Daddy)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,27
"The Saga Begins (Lyrical Adaption of ""American Pie"")","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,28
Albuquerque,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,29
"Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,30
Bob,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,31
Hardware Store,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,32
I'll Sue Ya,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,33
"Canadian Idiot (Parody of ""American Idiot"" by Green Day)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,34
Pancreas,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,35
Don't Download This Song,"""Weird Al"" Yankovic",The Essential Weird Al Yankovic,36
"White & Nerdy (Parody of ""Ridin'"" by Chamillionaire featuring Krayzie Bone)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,37
"Trapped In The Drive-Thru (Parody of ""Trapped In The Closet"" by R. Kelly)","""Weird Al"" Yankovic",The Essential Weird Al Yankovic,38
Honeysuckle Rose,Django Reinhardt,The Ultimate Collection,1
I'll See in My Dreams,Django Reinhardt,The Ultimate Collection,2
Limehouse Blues,Django Reinhardt,The Ultimate Collection,3
Minor Swing,Django Reinhardt,The Ultimate Collection,4
When Day Is Done,Django Reinhardt,The Ultimate Collection,5
Montmartre,Django Reinhardt,The Ultimate Collection,6
Djangology,Django Reinhardt,The Ultimate Collection,7
Nuages,Django Reinhardt,The Ultimate Collection,8
"A Little Love, A Little Kiss",Django Reinhardt,The Ultimate Collection,9
Liebesfreud,Django Reinhardt,The Ultimate Collection,10
My Sweet,Django Reinhardt,The Ultimate Collection,11
Charleston,Django Reinhardt,The Ultimate Collection,12
Lambeth Walk,Django Reinhardt,The Ultimate Collection,13
P: B. Flat Blues,Django Reinhardt,The Ultimate Collection,14
The Sheik of Araby,Django Reinhardt,The Ultimate Collection,15
Begin the Beguine,Django Reinhardt,The Ultimate Collection,16
Indecision,Django Reinhardt,The Ultimate Collection,17
Black and White,Django Reinhardt,The Ultimate Collection,18
Swingin' the Blues,Django Reinhardt,The Ultimate Collection,19
I Can't Believe That You Are in Love with Me,Django Reinhardt,The Ultimate Collection,20
Petits Mensonges,Django Reinhardt,The Ultimate Collection,21
Appel Direct,Django Reinhardt,The Ultimate Collection,22
Tiger Rag,Django Reinhardt,The Ultimate Collection,23
Rosetta,Django Reinhardt,The Ultimate Collection,24
Les Yeux Noirs,Django Reinhardt,The Ultimate Collection,25
Ridin' Along the Moscowa,Django Reinhardt,The Ultimate Collection,26
I Wonder Where My Baby Is Tonight? (Swing),Django Reinhardt,The Ultimate Collection,27
Bijou,Django Reinhardt,The Ultimate Collection,28
You're Driving Me Crazy,Django Reinhardt,The Ultimate Collection,29
Oubli,Django Reinhardt,The Ultimate Collection,30
Hungaria (1941),Django Reinhardt,The Ultimate Collection,31
Body and Soul (1938),Django Reinhardt,The Ultimate Collection,32
Japanese Sandman,Django Reinhardt,The Ultimate Collection,33
Vendredi 13,Django Reinhardt,The Ultimate Collection,34
Bei Dir War Es Immer so Schön,Django Reinhardt,The Ultimate Collection,35
Runnin' Wild,Django Reinhardt,The Ultimate Collection,36
Chicago,Django Reinhardt,The Ultimate Collection,37
Low Cotton,Django Reinhardt,The Ultimate Collection,38
Elats De Cuivres,Django Reinhardt,The Ultimate Collection,39
Finesse,Django Reinhardt,The Ultimate Collection,40
I Know That You Know,Django Reinhardt,The Ultimate Collection,41
Bouncing Around,Django Reinhardt,The Ultimate Collection,42
Why Should I Care?,Django Reinhardt,The Ultimate Collection,43
Body and Soul,Django Reinhardt,The Ultimate Collection,44
Twelfth Year,Django Reinhardt,The Ultimate Collection,45
De Nulle Part,Django Reinhardt,The Ultimate Collection,46
Margie,Django Reinhardt,The Ultimate Collection,47
Paramount Stomp,Django Reinhardt,The Ultimate Collection,48
Ninouche,Django Reinhardt,The Ultimate Collection,49
Blues En Mineur,Django Reinhardt,The Ultimate Collection,50
Ain't Misbehavin,Django Reinhardt,The Ultimate Collection,51
Seul Ce Soir,Django Reinhardt,The Ultimate Collection,52
Distraction,Django Reinhardt,The Ultimate Collection,53
Hungaria,Django Reinhardt,The Ultimate Collection,54
Sweet Sue,Django Reinhardt,The Ultimate Collection,55
Hungaria (1939),Django Reinhardt,The Ultimate Collection,56
Organ Grinder's Swing,Django Reinhardt,The Ultimate Collection,57
Tea for Two (Swing),Django Reinhardt,The Ultimate Collection,58
Fleur D'ennui,Django Reinhardt,The Ultimate Collection,59
Vous Et Moi,Django Reinhardt,The Ultimate Collection,60
Easy Going,Django Reinhardt,The Ultimate Collection,61
Un Sourire En Chantant (with a Smile and a Song),Django Reinhardt,The Ultimate Collection,62
The Flat Foot Floogie,Django Reinhardt,The Ultimate Collection,63
Mysteric Pacific,Django Reinhardt,The Ultimate Collection,64
Sifflez En Traillant (Whistle While You Work),Django Reinhardt,The Ultimate Collection,65
Improvisation No 3 - Part 1,Django Reinhardt,The Ultimate Collection,66
I Wonder Where My Baby Is Tonight?,Django Reinhardt,The Ultimate Collection,67
Tears,Django Reinhardt,The Ultimate Collection,68
Tea for Two,Django Reinhardt,The Ultimate Collection,69
Petite Lili,Django Reinhardt,The Ultimate Collection,70
Improvisation,Django Reinhardt,The Ultimate Collection,71
Dynamisme,Django Reinhardt,The Ultimate Collection,72
Japanese Sandman (Swing),Django Reinhardt,The Ultimate Collection,73
Blues,Django Reinhardt,The Ultimate Collection,74
"Sweet Sue, Just You",Django Reinhardt,The Ultimate Collection,75
"Lentement, Mademoiselle",Django Reinhardt,The Ultimate Collection,76
Swing 42,Django Reinhardt,The Ultimate Collection,77
Zuiderzee Blues,Django Reinhardt,The Ultimate Collection,78
Daphné,Django Reinhardt,The Ultimate Collection,79
Taj Mahal,Django Reinhardt,The Ultimate Collection,80
Undecided,Django Reinhardt,The Ultimate Collection,81
Serenade for a Wealthy Widow,Django Reinhardt,The Ultimate Collection,82
"You Rascal, You",Django Reinhardt,The Ultimate Collection,83
It Had to Be You,Django Reinhardt,The Ultimate Collection,84
Viper's Dream,Django Reinhardt,The Ultimate Collection,85
The Man I Love,Django Reinhardt,The Ultimate Collection,86
ABC,Django Reinhardt,The Ultimate Collection,87
Pour Vous,Django Reinhardt,The Ultimate Collection,88
H. C. Q. Strut,Django Reinhardt,The Ultimate Collection,89
Miss Annabelle Lee,Django Reinhardt,The Ultimate Collection,90
Exactly Like You,Django Reinhardt,The Ultimate Collection,91
Stompin' at Decca,Django Reinhardt,The Ultimate Collection,92
I've Got My Love to Keep Me Warm,Django Reinhardt,The Ultimate Collection,93
Billets Doux,Django Reinhardt,The Ultimate Collection,94
Rhytme Futur,Django Reinhardt,The Ultimate Collection,95
Boogie Woogie - Part 2,Django Reinhardt,The Ultimate Collection,96
Improvisation No 3 - Part 2,Django Reinhardt,The Ultimate Collection,97
Echoes of Spain,Django Reinhardt,The Ultimate Collection,98
Don't Worry 'Bout Me,Django Reinhardt,The Ultimate Collection,99
Souvenirs,Django Reinhardt,The Ultimate Collection,100
I Should Care,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",1
Violets for Yours Furs,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",2
The Song Is You,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",3
When I Fall in Love,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",4
Goddbye,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",5
Autumn in New York,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",6
Angel Eyes,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",7
Street of Dreams,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",8
Forgetful,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",9
Deep in a Dream,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",10
Lady Byrd,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",11
Cheeryl Blues,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",12
Tune Up,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",13
Line for Lyons,Chet Baker,"1959 Milano Sessions (Chet Baker, Len Mercer Orchestra, Chet Baker Sextet)",14
Suzanne,Leonard Cohen,The Essential Leonard Cohen,1
The Stranger Song,Leonard Cohen,The Essential Leonard Cohen,2
Sisters of Mercy,Leonard Cohen,The Essential Leonard Cohen,3
"Hey, That's No Way to Say Goodbye",Leonard Cohen,The Essential Leonard Cohen,4
"So Long, Marianne",Leonard Cohen,The Essential Leonard Cohen,5
Bird on the Wire,Leonard Cohen,The Essential Leonard Cohen,6
The Partisan,Leonard Cohen,The Essential Leonard Cohen,7
Famous Blue Raincoat,Leonard Cohen,The Essential Leonard Cohen,8
Chelsea Hotel #2,Leonard Cohen,The Essential Leonard Cohen,9
Take This Longing (Album Version),Leonard Cohen,The Essential Leonard Cohen,10
Who By Fire (Album Version),Leonard Cohen,The Essential Leonard Cohen,11
The Guests,Leonard Cohen,The Essential Leonard Cohen,12
Hallelujah,Leonard Cohen,The Essential Leonard Cohen,13
If It Be Your Will,Leonard Cohen,The Essential Leonard Cohen,14
Night Comes On,Leonard Cohen,The Essential Leonard Cohen,15
I'm Your Man,Leonard Cohen,The Essential Leonard Cohen,16
Everybody Knows,Leonard Cohen,The Essential Leonard Cohen,17
Tower of Song,Leonard Cohen,The Essential Leonard Cohen,18
Ain't No Cure for Love,Leonard Cohen,The Essential Leonard Cohen,19
Take This Waltz (Paris Version),Leonard Cohen,The Essential Leonard Cohen,20
First We Take Manhattan,Leonard Cohen,The Essential Leonard Cohen,21
Dance Me to the End of Love (Live),Leonard Cohen,The Essential Leonard Cohen,22
The Future (Album Version),Leonard Cohen,The Essential Leonard Cohen,23
Democracy (Album Version),Leonard Cohen,The Essential Leonard Cohen,24
Waiting for the Miracle,Leonard Cohen,The Essential Leonard Cohen,25
Closing Time,Leonard Cohen,The Essential Leonard Cohen,26
Anthem (Album Version),Leonard Cohen,The Essential Leonard Cohen,27
In My Secret Life,Leonard Cohen,The Essential Leonard Cohen,28
Alexandra Leaving,Leonard Cohen,The Essential Leonard Cohen,29
A Thousand Kisses Deep,Leonard Cohen,The Essential Leonard Cohen,30
Love Itself,Leonard Cohen,The Essential Leonard Cohen,31
Night Life,Willie Nelson,The Essential Willie Nelson,1
Hello Walls,Willie Nelson,The Essential Willie Nelson,2
Crazy,Willie Nelson,The Essential Willie Nelson,3
